_id,_index_map,date_visits
76a72543-1e22-423e-875b-535e85c192f5,0,07/02/2018 at 08:44:13 PM GMT+08:00
76a72543-1e22-423e-875b-535e85c192f5,0,07/02/2018 at 08:44:13 PM GMT+08:00
76a72543-1e22-423e-875b-535e85c192f5,0,07/02/2018 at 08:44:13 PM GMT+08:00
76a72543-1e22-423e-875b-535e85c192f5,0,07/02/2018 at 08:44:13 PM GMT+08:00
